0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
For one it takes forever in the drive thru &2 they gave me the wrong food  I asked for burritos not tacos,,,,,,,,,,,,,,,,,,,
"I simply asked for ""no cheese and sour cream"" on my wife's tacos since she's lactose",We received dry tacos with nothing ,but cheese/chicken inside (picture attached),,,,,,,,,,,,,,,,,
Unfolded my burritos to each of them dry as hell no sauce,cmoooon I just wanted a cheap tacobell meal ,,,,,,,,,,,,,,,,,,
because they frequently make small mistakes on tacos,Gonna go to the Stoughton location the next time I crave tacos,but my wife is very particular and won't even eat something if there is lettuce on it,,,,,,,,,,,,,,,,,
We got home and there was only 9 tacos,,,,,,,,,,,,,,,,,,,
kindly if 9 response to me was that they make burritos the way they make them and if I don't like it I can stop coming back to this Taco Bell or I can take my food away it's already made,I come through the Taco Bell a lot and every time I ask for sour cream there's always just a tiny bit in the very bottom of my burrito I asked the manager,,,,,,,,,,,,,,,,,,
The food was Taco Bell food so,But the service was way above Taco Bell quality,,,,,,,,,,,,,,,,,,
My kid got his liquid cheese injection ,,,,,,,,,,,,,,,,,,,
They have two dedicated food lines for making the food,Had crappy food at the drive-thru,,,,,,,,,,,,,,,,,,
 After ordering our food, It was so overwhelming that we decided to leave and take our food to go,,,,,,,,,,,,,,,,,,
i am a vegan and requested extra potato's in my cheesy bean and rice burrito ,and for the spicy potato soft taco they added cheese ,when the request was for no cheese,,,,,,,,,,,,,,,,,
 Terrible taste,,,,,,,,,,,,,,,,,,,
Upon getting to the window I placed an order for two chicken quesadillas with a young,,,,,,,,,,,,,,,,,,,
which mind you is a nice mini burrito loaded with taters ,at a very convenient price,and cheese,tasting as if they were fresh out the freezer :/  Then they gypped me on the nacho cheese sauce for my nacho,,,,,,,,,,,,,,,,
I absolutely love the staff and the food,Great service with fresh food,,,,,,,,,,,,,,,,,,
make it poor quality,,,,,,,,,,,,,,,,,,,
 I have given them many chances but the food keeps tasting not fresh,They used to make fresh tacos,but lately my tacos are hard,,,,,,,,,,,,,,,,,
I opened the last burrito to eat ,Either someone was eating and working and wrapped the wrong burrito,,,,,,,,,,,,,,,,,,
The food was gross,,,,,,,,,,,,,,,,,,,
 Overall the food was fresh,,,,,,,,,,,,,,,,,,,
The food there is really goo,,,,,,,,,,,,,,,,,,,
and they gave me chips instead of cinnamon,,,,,,,,,,,,,,,,,,,
Tonight was the last straw when they gave me a crunchy taco ,which is nearly 3x the price of the item I received,,,,,,,,,,,,,,,,,,
Always come here after a bar round and the food is really good,,,,,,,,,,,,,,,,,,,
Plus the food was super,something about him made my 1am burrito less pitiful,,,,,,,,,,,,,,,,,,
They forgot one of our $1 potato tacos tonight ,,,,,,,,,,,,,,,,,,,
Once the food is ordered it takes several,,,,,,,,,,,,,,,,,,,
UPDATE 5/13: There was only one car ahead of me in the drive thru but it took me twenty five minutes to get my food,,,,,,,,,,,,,,,,,,,
Just give me my burritos ,,,,,,,,,,,,,,,,,,,
How the HELL do you run out of taco meat ,and beans at a taco bell,,,,,,,,,,,,,,,,,,
The food is definitely better than the environment in which it is consumed,Is the food really that good,I usually walk in to grab a quick bean burrito or a spicy chicken burrito ,,,,,,,,,,,,,,,,,
This taco bell has very nice decoration inside and recently i was so happy that this place and the owner try very hard to keep customers happy and have fresh   food at the same,,,,,,,,,,,,,,,,,,,
They always take forever to greet me at the window and bring me my food late at ni,,,,,,,,,,,,,,,,,,,
there was lettuce and tomato in my cheese quesadilla--- yuk,,,,,,,,,,,,,,,,,,,
shitty tacos late at night,,,,,,,,,,,,,,,,,,,
good food,,,,,,,,,,,,,,,,,,,
Then when I got I food I asked for hot,,,,,,,,,,,,,,,,,,,
Their food doesn't seem to st,doesn't mean you'll get the same quality at each location,,,,,,,,,,,,,,,,,,
I will say they have made my food correctly every time ,,,,,,,,,,,,,,,,,,,
Now let's about the customer service/sales associate: no need for one since I used the Taco Bell app to purchase my food,He kindly gave me the food in the bag ,a drink and the burrito for about $7 (which is average,They had this new taco called the Bacon Chicken Chalupa , amount) but it was delicious,and it tasted great,,,,,,,,,,,,,,
Even still the food is really poorly made, First time food was terrible,but there is almost nothing in my burritos ,,,,,,,,,,,,,,,,,
wrong prices charged,Even rice once,like chicken or ground beef,running out of key ingredients,,,,,,,,,,,,,,,,
Finally I'm 2nd to the window about to pay and get my food,,,,,,,,,,,,,,,,,,,
Great price,Great option for vegetarians since you can substitute beans for meat,,,,,,,,,,,,,,,,,,
Make sure you check your food,,,,,,,,,,,,,,,,,,,
my food fell apart,,,,,,,,,,,,,,,,,,,
as I observed with all the horseplay and lack of interest to get the customers In and out it should never take 15mins for a 2tacos (2nd strike) ,(3rd strike) as I'm in route to my hotel I take a bite of my Hard taco which has clearly been out  ,,,,,,,,,,,,,,,,,,
Price is very reasonable,,,,,,,,,,,,,,,,,,,
I'm only giving this 3 stars instead of 1 because after waiting nearly an eternity for food one night,the food has been your average,Not sure why everyone in the food industry here hates their lives,,,,,,,,,,,,,,,,,
Who can say no to nacho cheese sauce though,But the quality is better ,,,,,,,,,,,,,,,,,,
but this location has been very consistent with their service and food preparation with the orders that I have had,I don't think I have ever waited more than 5 minutes to get my food,,,,,,,,,,,,,,,,,,
 I guess this is what is to be expected from taco Bell,,,,,,,,,,,,,,,,,,,
The food is almost not edible,,,,,,,,,,,,,,,,,,,
My one big tip: request to get your burritos grilled,Don't eat meat so TC has the best options for me,They had issues with their supply of essentials incl cheese ,,,,,,,,,,,,,,,,,
"This place will make you want to ""return to sender"" your food items ",,,,,,,,,,,,,,,,,,,
The food quality ,and taste always remains consistent,,,,,,,,,,,,,,,,,,
I'm only giving this 3 stars instead of 1 because after waiting nearly an eternity for food one night,the food has been your average,Not sure why everyone in the food industry here hates their lives,my gf pulled out our food,,,,,,,,,,,,,,,,
Every time we get home we realize that either were missing food or the food given wasn't the correct,,,,,,,,,,,,,,,,,,,
Drive through lady literally always throws the bag of food at me,Third times a charm after their third attempt all the correct food is in the bag,*update there was spit on the two tacos that I asked them to make me that they forgot the first,,,,,,,,,,,,,,,,,
the dining/waiting area feels like it was partway dismantled in a hurry a while ago in anticipation of renovations that never happened with mounting holes on a disused food tray holder ,,,,,,,,,,,,,,,,,,,
Went with my girlfriend and she ordered a quesadilla while I ordered a combo deal for taco day ,,,,,,,,,,,,,,,,,,,
I wait over 20 minutes when a thug comes out with my food,,,,,,,,,,,,,,,,,,,
and food was cold,,,,,,,,,,,,,,,,,,,
then sat at our table for awhile before the food was ready,,,,,,,,,,,,,,,,,,,
we skipped the freeze and ordered a Crunchwrap supreme and chicken quesadilla,,,,,,,,,,,,,,,,,,,
Delicious food ,if a Taco Bell is clean and makes a decent taco,Now grab your to-go bag of standard issue tacos ,,,,,,,,,,,,,,,,,
Found pubic hair inside my double decker taco,,,,,,,,,,,,,,,,,,,
OK tacos at good, prices,,,,,,,,,,,,,,,,,,
My review isn't on the food because it's Taco Bell,,,,,,,,,,,,,,,,,,,
The service was quick and fast and barley had to wait to get my food,The food was good,and fresh and delicious ,,,,,,,,,,,,,,,,,
Found a LONG BLACK HAIR in my food,gives better customer service and quality than this place does,,,,,,,,,,,,,,,,,,
came with good amount of cheese,,,,,,,,,,,,,,,,,,,
Love the grilled stuffed burritos ,,,,,,,,,,,,,,,,,,,
 The food was good,but the filth around us detracted us from the food,,,,,,,,,,,,,,,,,,
Ever since the new manager Dustin took over service and food quality has greatly improved,the food taste fresh,,,,,,,,,,,,,,,,,,
or serve you lukewarm food,This taco was fresh,and bursting with meat ,,,,,,,,,,,,,,,,,
I normally don't write about chains since I'm sure everyone knows the quality of the food ,,,,,,,,,,,,,,,,,,,
Did you know they have salsa verde,,,,,,,,,,,,,,,,,,,
Typically the food always comes out tasting fresh,,,,,,,,,,,,,,,,,,,
I love tacobell anyways,This tacobell is a gem,"They are the first tacobell to pretty up my ""tacos",,,,,,,,,,,,,,,,,
Clearly asked for no beans on the burrito supreme,And when we got home I made it through 1/3 of the burrito supreme ,Spit it out and threw out the burrito,and then bit into a mouthful of beans,Driving down the road we looked in the bag and saw no chips for the nachos,,,,,,,,,,,,,,,
It smells so bad that when they open the drive-thru window to give us our food,,,,,,,,,,,,,,,,,,,
I came there tonight in order to get some food after getting off work,,,,,,,,,,,,,,,,,,,
spend half the amount and get at least a passable facsimile of actual food fit for human,I feel as if the taco meat at Taco Bell has suddenly become watery,making it impossible to make it through your three taco meal before the third,Also why oh why are the taco shells stale the majority of the time now,Can you not figure out a way to keep the shells crispy and the meat non-,Is it just me or have a lot of the fast food that used to taste great,,,,,,,,,,,,,,
ordered 3 nacho cheeses,,,,,,,,,,,,,,,,,,,
Good food for the occasional,,,,,,,,,,,,,,,,,,,
if the employees care so little about a customer who can see them imagine what they do to the food , I would be very afraid to eat the food from this Taco Bell given the attitude of their staff,,,,,,,,,,,,,,,,,,
Everything was fresh and the new grilled chicken quesadilla is pretty delicious,They are not stingy with the ingredients,,,,,,,,,,,,,,,,,,
and the lobby/tables are more spacious but the quality of food remains the same,,,,,,,,,,,,,,,,,,,
CRUSHED by 4 other burritos stacked on top of them,1 - We ordered the #3 crunchy SUPREME taco combo ,2 - Then the tacos were at the bottom of the bag,3 - The tacos were crushed,I had to eat them in a bowl,and it didn't have any sour cream or the tomatoes,,,,,,,,,,,,,,
Drive thru backed around the building and the workers are dancing and jacking around while Making the food,,,,,,,,,,,,,,,,,,,
I ordered 9 tacos,Then they gave me six tacos ,,,,,,,,,,,,,,,,,,
 The food was usual, Taco Bell flavor and quality- nothing noteworthy,,,,,,,,,,,,,,,,,,
Giving me the wrong type of meat in a burrito,not knowing what a grilled stuft burrito is that is on their own,,,,,,,,,,,,,,,,,,
I come for quesalupa which is Great with chicken with queso in the shell it's worth but it does take time for food to come out,they should hire more people if they need more man power to get the food out,,,,,,,,,,,,,,,,,,
It's not even worth talking or going back to that establishment for more food or for them to fix their mistakes,a burrito that wasn't supposed to have onions had a onions loaded in it ,and my husbands burrito was falling apart in half,,,,,,,,,,,,,,,,,
They have old tasting food ,and I got little to no beef in my taco,,,,,,,,,,,,,,,,,,
The food is nice, and hot when I order and the service quality is great,,,,,,,,,,,,,,,,,,
the ingredients they made the wrong,,,,,,,,,,,,,,,,,,,
but still shy of food,,,,,,,,,,,,,,,,,,,
The food was okay,taco little,,,,,,,,,,,,,,,,,,
One of my tacos had a minuscule, amount of meat on it (see picture),I got home and they hadn't closed the lid on the cheese sauce from the nachos,I got 2 cheesy gordita crunches and nachos and cheese,The cheese didn't spill this time,I barely tasted it as I ate,,,,,,,,,,,,,,
